"CUSTOMER_ID";"CUSTOMER_LASTNAME";"CUSTOMER_FIRSTNAME";"CUSTOMER_SEX";"CUSTOMER_BIRTHDAY";"CUSTOMER_COUNTRY";"CUSTOMER_REGION";"CUSTOMER_REGIONNAME";"CUSTOMER_POSTCODE";"CUSTOMER_CITY";"CUSTOMER_STREET";"CUSTOMER_HOUSENUMBER";"CUSTOMER_LATITUDE";"CUSTOMER_LONGITUDE";"CUSTOMER_EMAIL";"CUSTOMER_PHONE"
C_000023810;Himmelreich;Nisa;f;"1976-02-10";Germany;TH;Thüringen;"99752";Waltershausen;Lerchenbergstraße;"174";"50.8936403";"10.4491885";nisa.himmelreich@email.com;+49672162103
C_000026227;Zwick;Mathilda;f;"1982-04-22";Germany;NI;Niedersachsen;"49835";Wietmarschen;Nordstraße;"15";"52.5385187";"7.1892482";mathilda.zwick@email.com;+49857964984
C_000001676;Mick;Fabian;m;"1961-01-30";Switzerland;FR;Freiburg;"1468";Cheyres;Chemin Sous-la-Gare;"2916";"46.8209496";"6.7871129";fabian.mick@email.com;+41460209810
C_000007578;Hebel;Milano;m;"1944-01-28";Austria;W;Wien;"1190";Wien;Saarplatz;"11";"48.2455468";"16.3495279";milano.hebel@email.com;+43339494708
C_000005227;Nolde;Ben;m;"1977-05-15";Germany;NI;Niedersachsen;"49835";Wietmarschen;Dürerstraße;"27";"52.5124349";"7.1318148";ben.nolde@email.com;+49131868181
C_000001226;Maisch;Klara;f;"1964-09-12";Switzerland;BE;Bern;"2557";Studen BE;Büetigenstrasse;"14";"47.1108881";"7.3035028";klara.maisch@email.com;+41691332533
C_000006515;Hellwig;Sophie;f;"1964-11-26";Austria;W;Wien;"1140";Wien;Schuhbrechergasse;"5";"48.2242359";"16.2449615";sophie.hellwig@email.com;+43696134514
C_000001678;Schöttle;Stephanie;f;"1960-12-02";Switzerland;AG;Aargau;"5436";Würenlos;Altwiesenstrasse;"52";"47.4347531";"8.3601842";stephanie.schöttle@email.com;+41815554659
C_000043989;Vollmar;Luisa;f;"1979-03-28";Germany;NI;Niedersachsen;"49843";Uelsen;Mozartstraße;"1";"52.4876152";"6.8920146";luisa.vollmar@email.com;+49653969518
C_000000202;Bacher;Duane;m;"1977-10-11";Germany;SN;Sachsen;"9131";Chemnitz Sachs;Orthstraße;"2";"50.8528015";"12.9441912";duane.bacher@email.com;+49248764941
C_000001227;Nußbaum;Augustin;m;"1978-04-09";Switzerland;NE;Neuenburg;"2400";Le Locle;Chemin Frédéric-William-Dubois;"16";"47.0638062";"6.7544229";augustin.nußbaum@email.com;+41295179515
C_000000591;Nitschke;Eduard;m;"1965-09-18";Switzerland;BE;Bern;"3705";Faulensee;Angernstrasse;"72";"46.6656701";"7.7181874";eduard.nitschke@email.com;+41367208886
C_000000100;Petrat;Laura;f;"2001-06-20";Germany;SN;Sachsen;"9326";Geringswalde;Dresdener Straße;"174";"51.0828874";"12.9193726";laura.petrat@email.com;+49959798005
C_000013421;Herting;Christina;f;"1998-12-05";Germany;BY;Bayern;"80339";München;Ridlerstraße;"27";"48.1318745";"11.5361085";christina.herting@email.com;+49672406014
C_000029183;Dohmen;Mia;f;"1947-02-05";Germany;BY;Bayern;"97440";Werneck;Würzburger Str.;"4";"49.980662";"10.098657";mia.dohmen@email.com;+49146937652
C_000028707;Liebler;Leonard;m;"1975-01-28";Germany;NI;Niedersachsen;"49835";Wietmarschen;Am Wiesengrund;"4";"52.5025172";"7.2265351";leonard.liebler@email.com;+49553501563
C_000010837;Lipp;Paula;f;"1999-04-10";Austria;W;Wien;"1100";Wien;Oberlaaer Straße;"197";"48.1417924";"16.3863557";paula.lipp@email.com;+43698379144
C_000008010;Settele;Miryam-Esther;f;"1995-11-10";Germany;NI;Niedersachsen;"49828";Lage;Dorfstraße;"34";"52.4686651";"6.9617664";miryam-esther.settele@email.com;+49706016799
C_000000904;Wever;Jill;f;"1971-12-11";Germany;NW;Nordrhein-Westfalen;"41460";Neuss;Heerdter Straße;"18";"51.2154657";"6.6925485";jill.wever@email.com;+49491771309
C_000016079;Weber;Charlotte;f;"1953-11-17";Germany;HH;Hamburg;"20539";Hamburg;Billstraße;"185";"53.5372728";"10.0536645";charlotte.weber@email.com;+49506180987
C_000000631;Hagel;Nele;f;"1971-08-05";Switzerland;LU;Luzern;"6020";Emmenbrücke;Benziwil;"53";"47.0913806";"8.2792249";nele.hagel@email.com;+41860094230
C_000001321;Lemme;Alexander;m;"1963-01-07";Switzerland;AG;Aargau;"5036";Oberentfelden;Juraweg;"3";"47.3543475";"8.0389684";alexander.lemme@email.com;+41357013110
C_000000034;Jeck;Anton;m;"1965-10-11";Germany;BE;Berlin;"14169";Berlin;Waltraudstraße;"38";"52.4500496";"13.2627674";anton.jeck@email.com;+49105506459
C_000000332;Reeg;Gero;m;"1973-09-03";Germany;SN;Sachsen;"9337";Callenberg b Hohenstein-Ernstthal;Am Kiefernberg;"77";"50.8240099";"12.6437037";gero.reeg@email.com;+49894435796
C_000029228;Ide;Henry;m;"1969-06-11";Germany;RP;Rheinland-Pfalz;"54338";Schweich;Brückenstraße;"55";"49.820226";"6.752564";henry.ide@email.com;+49986995104
C_000006122;Strube;Selma;f;"1999-05-24";Germany;HE;Hessen;"60433";Frankfurt am Main;Bonameser Straße;"2";"50.1627861";"8.6574649";selma.strube@email.com;+4934713721
C_000000927;Walkowiak;Keyan;m;"1999-11-27";Germany;NW;Nordrhein-Westfalen;"52477";Alsdorf;Alfred-Brehm-Straße;"50";"50.8553018";"6.1529628";keyan.walkowiak@email.com;+49395232735
C_000006687;Krischke;Vivien;f;"1967-04-22";Austria;W;Wien;"1150";Wien;Oelweingasse;"33";"48.1887951";"16.3250794";vivien.krischke@email.com;+43927350438
C_000006906;Pischke;Helen;f;"1970-11-30";Germany;HE;Hessen;"60529";Frankfurt am Main;Manderscheider Straße;"26";"50.0860231";"8.5782905";helen.pischke@email.com;+49416594287
C_000008031;Schielke;Lilli;f;"1998-02-05";Austria;W;Wien;"1030";Wien;Ölzeltgasse;"4";"48.2010742";"16.3801513";lilli.schielke@email.com;+43279161820
C_000001343;Boll;Bernhard;m;"1944-11-22";Switzerland;BE;Bern;"3271";Radelfingen b. Aarberg;Bernstrasse;"30";"47.0197983";"7.2781139";bernhard.boll@email.com;+41581536732
C_000001917;Härtl;Emilia;f;"1981-09-04";Germany;NW;Nordrhein-Westfalen;"44575";Castrop-Rauxel;Kreuzstraße;"58";"51.5396473";"7.3041315";emilia.härtl@email.com;+49504298583
C_000011924;Walkenhorst;Ben;m;"1997-05-05";Austria;W;Wien;"1220";Wien;Franz-Schuster-Gasse;"17";"48.2149535";"16.4398755";ben.walkenhorst@email.com;+4391092669
C_000005181;Rodenberg;Sophie;f;"1942-09-13";Austria;W;Wien;"1030";Wien;Mohsgasse;"28";"48.1894539";"16.389463";sophie.rodenberg@email.com;+4389893936
C_000000419;Meisen;Efe;m;"1966-10-08";Germany;NW;Nordrhein-Westfalen;"47608";Geldern;Hartefelder Dorfstraße;"76";"51.4956218";"6.3759553";efe.meisen@email.com;+49132697508
C_000000036;Boecker;Louis;m;"1950-05-18";Switzerland;BE;Bern;"3426";Aefligen;Käsereiweg;"2";"47.0942447";"7.558706";louis.boecker@email.com;+4187380187
C_000038441;Hild;Cécile;f;"1946-12-06";Germany;NI;Niedersachsen;"49824";Laar;Wilsumer Weg;"7";"52.5843538";"6.8128012";cécile.hild@email.com;+49120452307
C_000000979;Heib;Louis;m;"1988-08-21";Germany;BE;Berlin;"12249";Berlin;Langensalzaer Straße;"52";"52.4179482";"13.3402738";louis.heib@email.com;+49696256900
C_000001918;Böning;Mesih;m;"1946-12-09";Germany;NW;Nordrhein-Westfalen;"47533";Kleve;Herderstraße;"13";"51.7923962";"6.1354177";mesih.böning@email.com;+49637308564
C_000029919;Arndt;Marlin;m;"1944-10-23";Germany;NI;Niedersachsen;"49835";Wietmarschen;Baus Blick;"7";"52.5187402";"7.1317944";marlin.arndt@email.com;+4984765916
C_000008033;Hendriks;Margarita;f;"1969-06-23";Austria;W;Wien;"1220";Wien;Pfirsichgasse;"20";"48.2607024";"16.5322257";margarita.hendriks@email.com;+43525061581
C_000001350;Niklaus;Ava;f;"1969-04-01";Switzerland;GE;Genf;"1202";Genève;Rue de Vermont;"54";"46.2195348";"6.1392952";ava.niklaus@email.com;+41590321035
C_000029230;Schnitker;Ziya;m;"1953-04-26";Germany;RP;Rheinland-Pfalz;"56073";Koblenz;Diesterwegstraße;"6";"50.353512";"7.578121";ziya.schnitker@email.com;+49218837475
C_000015191;Gruhl;Emil;m;"1944-07-05";Germany;BY;Bayern;"80469";München;Müllerstraße;"38";"48.1312561";"11.5713318";emil.gruhl@email.com;+49394489529
C_000000242;Claussen;Felix;m;"1990-05-01";Germany;SN;Sachsen;"8451";Crimmitschau;Silberstraße;"12";"50.8159701";"12.386346";felix.claussen@email.com;+49421243806
C_000006150;Zieger;Olivia;f;"1946-11-30";Germany;HE;Hessen;"60599";Frankfurt am Main;Scholdererweg;"28";"50.0856566";"8.7007417";olivia.zieger@email.com;+4913714645
C_000000657;Zurek;Moritz;m;"1946-05-20";Germany;BE;Berlin;"12277";Berlin;Bruno-Möhring-Straße;"10";"52.4246155";"13.3700591";moritz.zurek@email.com;+49954752111
C_000001353;Tauer;Mia;f;"1993-01-05";Switzerland;GR;Graubünden;"7270";Davos Platz;Promenade;"115b";"46.8027893";"9.8355851";mia.tauer@email.com;+41624486579
C_000005294;Hänsel;Leo;m;"1995-04-03";Austria;W;Wien;"1020";Wien;Große Schiffgasse;"10";"48.216398";"16.375646";leo.hänsel@email.com;+43978367442
C_000000945;Eggeling;Qi;f;"1978-06-23";Germany;NW;Nordrhein-Westfalen;"47533";Kleve;Sackstraße;"60";"51.7776741";"6.1291546";qi.eggeling@email.com;+49298251301
C_000001116;Weymann;Friedrich;m;"2000-06-03";Germany;NW;Nordrhein-Westfalen;"47509";Rheurdt;Hubertusstr.;"49";"51.4390568";"6.4838531";friedrich.weymann@email.com;+49470858804
C_000006689;Hild;Norbert;m;"1980-11-03";Austria;W;Wien;"1210";Wien;Schwaigergasse;"28";"48.257538";"16.3962206";norbert.hild@email.com;+43310227987
C_000009417;Sonnenschein;Paul;m;"1956-08-28";Austria;W;Wien;"1020";Wien;Jakov-Lind-Straße;"16";"48.2241637";"16.3958904";paul.sonnenschein@email.com;+43229272234
C_000000420;Gauger;Josefine;f;"1942-08-30";Germany;BE;Berlin;"10439";Berlin;Norwegerstraße;"3";"52.5521506";"13.3998725";josefine.gauger@email.com;+49541457918
C_000005975;Kaiser;Li;f;"1990-08-23";Austria;W;Wien;"1100";Wien;Sapphogasse;"1";"48.1541374";"16.3849146";li.kaiser@email.com;+43350713800
C_000023583;Ternes;Mika;m;"1944-08-07";Germany;TH;Thüringen;"99752";Friedrichroda;Am Schwarzbach;"22";"50.8633933";"10.5760987";mika.ternes@email.com;+49805515583
C_000001356;Lorenz;Paul;m;"1981-12-29";Switzerland;NE;Neuenburg;"2035";Corcelles NE;Chemin des Cévenols;"5";"46.9861396";"6.8826347";paul.lorenz@email.com;+41685116205
C_000000048;Brix;Sebastian;m;"1980-06-29";Germany;BE;Berlin;"12279";Berlin;Maximilian-Kaller-Straße;"23 A";"52.416504";"13.3540183";sebastian.brix@email.com;+49761104412
C_000023379;Brügge;Serdan;m;"1979-02-11";Germany;TH;Thüringen;"99752";Gerstungen;Auf dem Pfarrland;"25";"50.9899392";"10.15154";serdan.brügge@email.com;+4942473550
C_000000998;Imhof;Samuel;m;"1947-05-14";Austria;W;Wien;"1100";Wien;Klederinger Straße;"43";"48.1310496";"16.426857";samuel.imhof@email.com;+43505218464
C_000015209;Seipp;Gibson;m;"1951-01-28";Germany;BY;Bayern;"80337";München;Goetheplatz;"40";"48.1296768";"11.5580233";gibson.seipp@email.com;+49946869121
C_000011403;Schriever;Ana;f;"1958-10-30";Austria;W;Wien;"1210";Wien;Karl-Lothringer-Straße;"16";"48.3004371";"16.4192761";ana.schriever@email.com;+43722890241
C_000051362;Foth;Ben;m;"1997-09-13";Germany;NI;Niedersachsen;"49824";Emlichheim;Tannenstraße;"36";"52.6189931";"6.852249";ben.foth@email.com;+49904627261
C_000011958;Förg;Ceylin;f;"1940-09-20";Austria;W;Wien;"1100";Wien;Otto-Probst-Straße;"30";"48.1553608";"16.3456667";ceylin.förg@email.com;+43528136982
C_000001471;Lamberti;Alexander;m;"2000-04-22";Switzerland;GR;Graubünden;"7128";Riein;Quadra;"5";"46.744454";"9.2325928";alexander.lamberti@email.com;+41967479614
C_000001730;Tillmanns;Alexandra;f;"1957-04-12";Switzerland;FR;Freiburg;"3182";Ueberstorf;Henzenmoos;"42";"46.8758114";"7.3251974";alexandra.tillmanns@email.com;+41153159498
C_000010822;Wölke;Carmelo;m;"1980-07-14";Austria;W;Wien;"1230";Wien;Endresstraße;"41";"48.1473971";"16.286833";carmelo.wölke@email.com;+43562671764
C_000001228;Burgdorf;Dominic;m;"1960-10-27";Germany;NW;Nordrhein-Westfalen;"42781";Haan;Düsseldorfer Straße;"76";"51.1864169";"6.9886419";dominic.burgdorf@email.com;+4929820026
C_000009301;Zahn;Jiyan;m;"1940-10-01";Austria;W;Wien;"1220";Wien;Brabbeegasse;"58";"48.2595216";"16.4479666";jiyan.zahn@email.com;+43295268033
C_000000858;Meine;Antong;f;"1940-07-10";Germany;BE;Berlin;"13583";Berlin;Germersheimer Weg;"64 B";"52.5459498";"13.1865435";antong.meine@email.com;+49260633585
C_000000901;Widmann;Flora;f;"1967-02-14";Germany;NW;Nordrhein-Westfalen;"41515";Grevenbroich;Königstraße;"74";"51.09301";"6.5724545";flora.widmann@email.com;+49740394243
C_000003132;Feuerer;Ivar;m;"1987-01-19";Austria;W;Wien;"1220";Wien;Schrebergasse;"56";"48.2347418";"16.4761796";ivar.feuerer@email.com;+43999649372
C_000007364;Hilgenberg;David;m;"1995-04-13";Germany;NI;Niedersachsen;"48465";Isterberg;Am Südhang;"12";"52.3526607";"7.1469295";david.hilgenberg@email.com;+497013131
C_000001732;Flach;Judea;f;"1965-08-27";Switzerland;BE;Bern;"3780";Gstaad;Cheserystrasse;"18";"46.4882095";"7.2888833";judea.flach@email.com;+41406736330
C_000001205;Scheffel;Mathilda;f;"1983-11-13";Germany;NW;Nordrhein-Westfalen;"58285";Gevelsberg;Hammerstraße;"31";"51.318966";"7.3260919";mathilda.scheffel@email.com;+49457682413
C_000001282;Leske;Keza;f;"1964-10-06";Switzerland;BE;Bern;"2503";Biel/Bienne;Ulrich-Ochsenbein-Weg;"2";"47.1276845";"7.248915";keza.leske@email.com;+4143884111
C_000007918;Karau;Natalie;f;"1999-05-21";Austria;W;Wien;"1180";Wien;Kreuzgasse;"28";"48.2228905";"16.3396291";natalie.karau@email.com;+43950468098
C_000000112;Jung;Zofia;f;"1958-09-19";Germany;SN;Sachsen;"9573";Augustusburg;Heinrich-Göding-Straße;"23";"50.8052097";"13.1049036";zofia.jung@email.com;+49350835587
C_000008211;Fischer;Amelie;f;"1941-06-14";Germany;NI;Niedersachsen;"49824";Ringe;Birger-Forell-Straße;"36";"52.6116324";"6.9782405";amelie.fischer@email.com;+49279848469
C_000000366;Imhoff;Ken;m;"1978-04-07";Germany;NW;Nordrhein-Westfalen;"46483";Wesel;Heinz-Bello-Straße;"5";"51.6787566";"6.6305953";ken.imhoff@email.com;+49243447207
C_000029187;Knopp;Belinay;f;"1994-10-14";Germany;BY;Bayern;"97082";Würzburg;Leistenstraße;"25 a";"49.787679";"9.919421";belinay.knopp@email.com;+49752108560
C_000011912;Staudt;Liam;m;"1949-08-16";Austria;W;Wien;"1210";Wien;Herrenholzgasse;"30";"48.2987729";"16.4197453";liam.staudt@email.com;+43613117586
C_000001445;Vogelmann;Philippe;m;"2002-02-21";Switzerland;BE;Bern;"3007";Bern;Sulgenbachstrasse;"14";"46.9416624";"7.4331443";philippe.vogelmann@email.com;+41138096031
C_000000943;Balling;Arda;m;"1983-04-10";Germany;BE;Berlin;"12349";Berlin;Feldspatweg;"14";"52.4202289";"13.4138817";arda.balling@email.com;+4935326637
C_000001464;Stengel;Jolie;f;"1951-09-08";Germany;BE;Berlin;"12687";Berlin;Lea-Grundig-Straße;"64";"52.5534034";"13.5679818";jolie.stengel@email.com;+49316100914
C_000001328;Staudt;Ina;f;"1978-01-06";Switzerland;SG;St. Gallen;"9122";Mogelsberg;Dorfstrasse;"35";"47.3635866";"9.1364383";ina.staudt@email.com;+41104400863
C_000003354;Westermeier;Maya;f;"1975-03-07";Austria;W;Wien;"1230";Wien;Aschbachgasse;"2";"48.1539228";"16.255453";maya.westermeier@email.com;+43878932104
C_000000114;Meyn;Maria;f;"1998-08-08";Germany;SN;Sachsen;"4509";Delitzsch;Kleine Dorfstraße;"6";"51.4971754";"12.3626025";maria.meyn@email.com;+49374991849
C_000001584;Claas;Can-Luca;m;"1955-01-03";Germany;NW;Nordrhein-Westfalen;"58452";Witten;Hardel;"34";"51.4402659";"7.315057";can-luca.claas@email.com;+49813166534
C_000001448;Burke;Magdalena;f;"1948-04-17";Switzerland;GR;Graubünden;"6563";Mesocco;strada Néva;"6";"46.3926009";"9.2330293";magdalena.burke@email.com;+4181836871
C_000003149;Franze;Johanna;f;"1995-12-14";Austria;W;Wien;"1170";Wien;Marienweg;"7";"48.2345624";"16.2838407";johanna.franze@email.com;+43551553135
C_000004476;Winkel;Christoph;m;"1963-02-06";Germany;HE;Hessen;"60388";Frankfurt am Main;Gwinnerstraße;"15-17";"50.1375413";"8.7378821";christoph.winkel@email.com;+497923981
C_000000961;Krüger;Peter;m;"1973-01-28";Germany;BE;Berlin;"12689";Berlin;Wittenberger Straße;"93";"52.5667818";"13.5727125";peter.krüger@email.com;+49431197104
C_000029199;Schielke;Mael;m;"1976-07-08";Germany;BW;Baden-Württemberg;"67657";Kaiserslautern;Benzinoring;"4";"49.448826";"7.771120";mael.schielke@email.com;+49615572190
C_000006061;Jentsch;Hannah;f;"1979-08-15";Germany;HE;Hessen;"65933";Frankfurt am Main;Griesheimer Stadtweg;"46";"50.0914631";"8.6155293";hannah.jentsch@email.com;+49128954071
C_000050820;Grigoleit;Sophie;f;"1981-02-07";Germany;NI;Niedersachsen;"48465";Quendorf;Nordhorner Straße;"134";"52.3342231";"7.1877625";sophie.grigoleit@email.com;+49249518641
C_000029211;Broich;Nisa;f;"1995-05-01";Germany;RP;Rheinland-Pfalz;"76863";Herxheim;Kapellenstraße;"12A";"49.150006";"8.203407";nisa.broich@email.com;+49864753298
C_000023559;Gottschling;Milana;f;"1983-03-13";Germany;TH;Thüringen;"99752";Meuselwitz;Clara-Zetkin-Straße;"2";"51.0390347";"12.3113365";milana.gottschling@email.com;+4917127951
C_000001330;Frankenberger;Peter;m;"1947-07-18";Switzerland;GE;Genf;"1213";Petit-Lancy;Avenue des Morgines;"37";"46.1923364";"6.1094686";peter.frankenberger@email.com;+41326478942
C_000000230;Hähnel;Vincent;m;"1992-04-26";Germany;SN;Sachsen;"1809";Dohna Sachs;Friedensstraße;"1";"50.9563338";"13.8616602";vincent.hähnel@email.com;+49796249930
C_000034042;Marth;Maria;f;"1969-03-15";Germany;NI;Niedersachsen;"49828";Osterwald;Hessinkfeld;"3";"52.5256798";"7.0244446";maria.marth@email.com;+49471844968
C_000000632;Krampitz;Clara;f;"1973-03-09";Switzerland;BE;Bern;"3114";Wichtrach;Thalstrasse;"1a";"46.8421296";"7.5808526";clara.krampitz@email.com;+41673245749
C_000000396;Bartz;Fiona;f;"1969-08-24";Germany;BE;Berlin;"12681";Berlin;Lütztalweg;"7";"52.515043";"13.5292562";fiona.bartz@email.com;+49745736283
C_000000031;Kohlhepp;Clara;f;"1964-11-24";Switzerland;AG;Aargau;"8964";Rudolfstetten;Im Aemmet;"1";"47.359905";"8.3882813";clara.kohlhepp@email.com;+41590235115
C_000006668;Schulz;Emilian;m;"1978-12-05";Austria;W;Wien;"1230";Wien;Valentingasse;"8A";"48.1503399";"16.2648882";emilian.schulz@email.com;+43361064555
C_000008335;Blecher;Jayden;m;"2001-07-23";Germany;NI;Niedersachsen;"48465";Suddendorf;Tüchters Kamp;"38";"52.3012877";"7.2230342";jayden.blecher@email.com;+49750125307
C_000001470;Iffland;Samia;f;"1954-11-24";Germany;BE;Berlin;"12555";Berlin;Schmale Straße;"5";"52.4612039";"13.5734476";samia.iffland@email.com;+49975954735
C_000000671;Seidler;Nina;f;"1967-06-03";Germany;SN;Sachsen;"1594";Riesa;Seerhausener Straße;"9";"51.2722436";"13.2825759";nina.seidler@email.com;+49728739774
C_000023931;Freiwald;Noah;m;"1995-06-15";Germany;NI;Niedersachsen;"49843";Uelsen;An der Post;"4";"52.494433";"6.8890677";noah.freiwald@email.com;+49188139771
C_000000602;Hänisch;Nevenov;m;"1991-02-24";Germany;SN;Sachsen;"4519";Rackwitz;Quermorgen;"3";"51.4804572";"12.3610331";nevenov.hänisch@email.com;+49885097031
C_000010957;Birke;Hüsna;f;"2000-03-04";Austria;W;Wien;"1230";Wien;Rudolf-Zeller-Gasse;"69";"48.142715";"16.2806568";hüsna.birke@email.com;+43118694929
C_000003835;Schmider;Elijah;m;"1982-11-11";Austria;W;Wien;"1180";Wien;Kutschkergasse;"5";"48.2226697";"16.3436539";elijah.schmider@email.com;+43920110221
C_000000427;Oetzel;Louise;f;"1979-07-26";Switzerland;BE;Bern;"4932";Lotzwil;Kohlplatzstrasse;"30";"47.1899441";"7.7970077";louise.oetzel@email.com;+41511736687
C_000011893;Weck;Valentino;m;"1980-12-02";Germany;BY;Bayern;"80539";München;Max-Joseph-Platz;"2";"48.1396162";"11.579513288504806";valentino.weck@email.com;+49360794588
C_000029242;Pape;Rocco;m;"1952-10-13";Germany;NI;Niedersachsen;"31582";Nienburg;Isthorst;"1";"52.664122";"9.230601";rocco.pape@email.com;+49879217204
C_000001986;Uhde;Tina;f;"1974-03-25";Austria;W;Wien;"1190";Wien;Sandgasse;"25";"48.2549472";"16.3473131";tina.uhde@email.com;+43232517907
C_000000805;Luthardt;Sara;f;"2002-06-07";Switzerland;BE;Bern;"2502";Biel/Bienne;Berghausweg;"32";"47.1495528";"7.2484754";sara.luthardt@email.com;+41637787155
C_000015784;Haub;Taylan;m;"1972-04-17";Germany;NI;Niedersachsen;"49824";Laar;Wielener Straße;"5";"52.5776103";"6.7942277";taylan.haub@email.com;+49436639533
C_000007393;Zastrow;Raffael;m;"1966-12-09";Germany;BW;Baden-Württemberg;"72622";Zizishausen;Mörikestraße;"91";"48.641420749999995";"9.356068230659758";raffael.zastrow@email.com;+49650772951
C_000001998;Zirkel;Maria;f;"1946-10-27";Austria;W;Wien;"1100";Wien;Steineichengasse;"8";"48.1590504";"16.4045375";maria.zirkel@email.com;+43645618580
C_000000807;Besler;Mila;f;"1995-07-26";Switzerland;AR;Appenzell Ausserrhoden;"9056";Gais;Mittlerer Sommersberg;"1740";"47.3706935";"9.4914838";mila.besler@email.com;+41847503915
C_000016141;Nowak;Kai;m;"1974-08-07";Germany;NI;Niedersachsen;"49824";Emlichheim;Am Wäldchen;"52";"52.6135513";"6.8465599";kai.nowak@email.com;+49863404522
C_000007512;Pies;Paul;m;"1980-03-29";Germany;BW;Baden-Württemberg;"72622";Zizishausen;Teichstraße;"21";"48.6417443";"9.354660208956798";paul.pies@email.com;+49364659231
C_000000810;Weyh;Laurin;m;"1994-10-21";Switzerland;GR;Graubünden;"7432";Zillis;Resgia;"13";"46.6350439";"9.4403124";laurin.weyh@email.com;+41398874651
C_000002004;Frank;Louis;m;"1985-04-25";Austria;W;Wien;"1220";Wien;Bellegardegasse;"7";"48.2266237";"16.4205459";louis.frank@email.com;+43258103564
C_000016208;Habich;Felix;m;"1970-05-27";Germany;NI;Niedersachsen;"49824";Laar;Birkenstraße;"1";"52.6284512";"6.758172";felix.habich@email.com;+49842720429
C_000000814;Möller;Annemarie;f;"1942-09-27";Switzerland;GR;Graubünden;"7426";Flerden;Plattas;"27";"46.7036085";"9.4065252";annemarie.möller@email.com;+41440053825
C_000007724;Eisner;Olga;f;"1981-06-23";Germany;BW;Baden-Württemberg;"72622";Zizishausen;Stegweg;"12";"48.641877449999996";"9.35305128560869";olga.eisner@email.com;+49773726064
C_000000820;Kriegel;Celina;f;"1959-01-04";Switzerland;GE;Genf;"1228";Plan-les-Ouates;Chemin des Perdrix;"18";"46.1693648";"6.1163676";celina.kriegel@email.com;+41561545389
C_000002006;Groeger;Züleyha;f;"2000-04-13";Austria;W;Wien;"1100";Wien;Liesingbachstraße;"39";"48.135613";"16.4033028";züleyha.groeger@email.com;+43502566192
C_000016505;Lehmkuhl;Florian-Amadeus;m;"1964-12-06";Germany;NI;Niedersachsen;"49835";Wietmarschen;Kiesbergstraße;"8";"52.52336";"7.2569347";florian-amadeus.lehmkuhl@email.com;+49307001380
C_000007809;Spiecker;Nora;f;"1977-05-28";Germany;BW;Baden-Württemberg;"73773";Schanbach;Silcherstr.;"22";"48.75963325";"9.372121457935016";nora.spiecker@email.com;+49740294408
C_000000830;Beek;Stephanie;f;"1979-05-04";Switzerland;BE;Bern;"3425";Koppigen;Bachweg;"1";"47.1304634";"7.6029869";stephanie.beek@email.com;+41423304000
C_000002018;Weigelt;Paul;m;"1985-03-03";Austria;W;Wien;"1220";Wien;Trollblumengasse;"21";"48.2114966";"16.4640052";paul.weigelt@email.com;+43709952844
C_000000831;Zwiener;Tizian;m;"1954-12-28";Switzerland;BE;Bern;"3145";Niederscherli;Balmholzweg;"16";"46.88052";"7.3851403";tizian.zwiener@email.com;+41225856736
C_000007859;Brähler;Anouk;f;"1970-03-13";Germany;BW;Baden-Württemberg;"73773";Aichelberg;Kelterstr.;"25";"48.77950655";"9.394992683069463";anouk.brähler@email.com;+49360889747
C_000017039;Buhlmann;Alexander;m;"1942-01-31";Germany;NI;Niedersachsen;"49835";Wietmarschen;Am Lr Bach;"7";"52.5013315";"7.1446921";alexander.buhlmann@email.com;+49806342296
C_000002042;Görgens;Cansu;f;"1951-07-05";Austria;W;Wien;"1130";Wien;Wolkersbergenstraße;"98";"48.1752168";"16.2746514";cansu.görgens@email.com;+43226107989
C_000000832;Gröning;Katharina;f;"1985-08-06";Switzerland;LU;Luzern;"6110";Wolhusen;Bahnhofstrasse;"13";"47.0578772";"8.0747487";katharina.gröning@email.com;+41113893881
C_000007866;Güttler;Sven;m;"1973-04-22";Germany;BW;Baden-Württemberg;"73773";Aichelberg;Landhausstr.;"39";"48.783997850000006";"9.39071216316767";sven.güttler@email.com;+4924205378
C_000000835;Vorwerk;Elisabeth;f;"1995-09-12";Switzerland;AG;Aargau;"5024";Küttigen;Ahornweg;"39";"47.4100474";"8.047303";elisabeth.vorwerk@email.com;+41258397348
C_000002052;Baumgartner;Lucy;f;"1959-12-20";Austria;W;Wien;"1220";Wien;Markethäufelgasse;"5";"48.1959933";"16.4779656";lucy.baumgartner@email.com;+4391620173
C_000017049;Bösel;Lilith;f;"1978-05-04";Germany;NI;Niedersachsen;"49843";Uelsen;Riedtal;"14";"52.4917003";"6.8976751";lilith.bösel@email.com;+49935150253
C_000000836;Neumann;Aleksander;m;"1984-08-29";Switzerland;BE;Bern;"3366";Bollodingen;Rainstrasse;"1";"47.1675793";"7.7095875";aleksander.neumann@email.com;+41504974213
C_000002115;Möller;Haris;m;"1987-03-26";Austria;W;Wien;"1130";Wien;Gallgasse;"60";"48.1646649";"16.2877428";haris.möller@email.com;+43793890824
C_000000839;Heppner;Tom;m;"1947-05-18";Switzerland;NE;Neuenburg;"2105";Travers;Rue de la Promenade;"5";"46.940731";"6.6781499";tom.heppner@email.com;+41235169903
